ticket_id,ticket_text,issue_type,urgency_level,product,cleaned_text,text_length,word_count,sentiment,tokens,processed_text
476,Order #49096 for SmartWatch V2 is 1 days late. Ordered on 12 May.,Late Delivery,High,SmartWatch V2,order for smartwatch v is days late. ordered on may.,52,10,-0.3,"['order', 'smartwatch', 'day', 'late', 'ordered', 'may']",order smartwatch day late ordered may
477,Order #38602 for SoundWave 300 is 16 days late. Ordered on 09 March.,Late Delivery,Medium,SoundWave 300,order for soundwave is days late. ordered on march.,51,9,-0.3,"['order', 'soundwave', 'day', 'late', 'ordered', 'march']",order soundwave day late ordered march
478,Payment issue for my . I was overbilled for order #32281.,Billing Problem,Low,UltraClean Vacuum,payment issue for my . i was overbilled for order .,51,11,0.0,"['payment', 'issue', 'overbilled', 'order']",payment issue overbilled order
479,Can't log in to mi account. Keeps showing error. Help!,Unknown,Medium,PowerMax Battery,can t log in to mi account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
480,Facing installation issue with PowerMax Battery. Setup fails at step 3.,Installation Issue,Medium,PowerMax Battery,facing installation issue with powermax battery. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'powermax', 'battery', 'setup', 'fails', 'step']",facing installation issue powermax battery setup fails step
481,Facing installation issue with Vision LED TV. Setup fails at step 1.,Installation Issue,High,Vision LED TV,facing installation issue with vision led tv. setup fails at step .,67,12,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step']",facing installation issue vision led setup fails step
482,"Both my  and SoundWave 300 are lost. Both giving issues. Also, I contacted support on 11 May but got no response.",Product Defect,Low,SoundWave 300,both my and soundwave are lost. both giving issues. also i contacted support on may but got no response.,104,19,0.0,"['soundwave', 'lost', 'giving', 'issue', 'also', 'contacted', 'support', 'may', 'got', 'response']",soundwave lost giving issue also contacted support may got response
483,"Facing installation issue with ProTab X1. Setup fails at step 5. Also, I contacted support on 28 March but got no response.",Installation Issue,High,ProTab X1,facing installation issue with protab x . setup fails at step . also i contacted support on march but got no response.,118,22,-0.5,"['facing', 'installation', 'issue', 'protab', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'march', 'got', 'response']",facing installation issue protab setup fails step also contacted support march got response
484,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,PowerMax Battery,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
485,,Billing Problem,Low,UltraClean Vacuum,,0,0,0.0,[],empty text
486,Facing installation issue with RoboChef Blender. Setup fails at step 1.,Installation Issue,Low,RoboChef Blender,facing installation issue with robochef blender. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'robochef', 'blender', 'setup', 'fails', 'step']",facing installation issue robochef blender setup fails step
487,"Payment issue for my ProTab X1. I was overbilled for order #61880. Also, I contacted support on 11 April but got no response.",Billing Problem,Medium,ProTab X1,payment issue for my protab x . i was overbilled for order . also i contacted support on april but got no response.,115,23,0.0,"['payment', 'issue', 'protab', 'overbilled', 'order', 'also', 'contacted', 'support', 'april', 'got', 'response']",payment issue protab overbilled order also contacted support april got response
488,,Installation Issue,High,RoboChef Blender,,0,0,0.0,[],empty text
489,Both my SmartWatch V2 and ProTab X1 are not received. Both giving issues.,Product Defect,High,SmartWatch V2,both my smartwatch v and protab x are not received. both giving issues.,71,13,0.0,"['smartwatch', 'protab', 'received', 'giving', 'issue']",smartwatch protab received giving issue
490,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,ProTab X1,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
491, is not received. It stopped working after just 12 days.,Product Defect,High,UltraClean Vacuum,is not received. it stopped working after just days.,52,9,0.0,"['received', 'stopped', 'working', 'day']",received stopped working day
492,Login not working.,Unknown,Medium,RoboChef Blender,login not working.,18,3,0.0,"['login', 'working']",login working
493,Product info needed.,General Inquiry,Low,SoundWave 300,product info needed.,20,3,0.0,"['product', 'info', 'needed']",product info needed
494,Vision LED TV is no response. It stopped working after just 8 days.,Product Defect,High,Vision LED TV,vision led tv is no response. it stopped working after just days.,65,12,0.0,"['vision', 'led', 'response', 'stopped', 'working', 'day']",vision led response stopped working day
495,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in black? Also, I contacted support on 19 March but got no response.",General Inquiry,High,UltraClean Vacuum,can you tell me more about the ultraclean vacuum warranty? also is it available in black? also i contacted support on march but got no response.,144,26,0.18125,"['tell', 'ultraclean', 'vacuum', 'warranty', 'also', 'available', 'black', 'also', 'contacted', 'support', 'march', 'got', 'response']",tell ultraclean vacuum warranty also available black also contacted support march got response
496,Payment issue for my SoundWave 300. I was not refunded for order #49262.,Billing Problem,Medium,SoundWave 300,payment issue for my soundwave . i was not refunded for order .,63,13,0.0,"['payment', 'issue', 'soundwave', 'refunded', 'order']",payment issue soundwave refunded order
497,Order #47713 for UltraClean Vacuum is 6 days late. Ordered on 27 April.,Late Delivery,High,UltraClean Vacuum,order for ultraclean vacuum is days late. ordered on april.,59,10,-0.15416666666666667,"['order', 'ultraclean', 'vacuum', 'day', 'late', 'ordered', 'april']",order ultraclean vacuum day late ordered april
498,Can't log in to my account. Keeps showing blocked. Help! Delivery expected by 16 May.,Account Access,Medium,ProTab X1,can t log in to my account. keeps showing blocked. help! delivery expected by may.,82,15,-0.1,"['log', 'account', 'keep', 'showing', 'blocked', 'help', 'delivery', 'expected', 'may']",log account keep showing blocked help delivery expected may
499,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,UltraClean Vacuum,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
500,I ordered  but got FitRun Treadmill instead. My order number is #34023.,Wrong Item,Medium,Vision LED TV,i ordered but got fitrun treadmill instead. my order number is .,64,12,0.0,"['ordered', 'got', 'fitrun', 'treadmill', 'instead', 'order', 'number']",ordered got fitrun treadmill instead order number
501,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,ProTab X1,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
502,Can't access mi account.,Account Access,Low,PhotoSnap Cam,can t access mi account.,24,5,0.0,"['access', 'account']",access account
503,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,High,PhotoSnap Cam,can you tell me more about the warranty? also is it available in black?,71,14,0.24444444444444446,"['tell', 'warranty', 'also', 'available', 'black']",tell warranty also available black
504,"Received wrong product, order mixed up.",Wrong Item,Medium,SmartWatch V2,received wrong product order mixed up.,38,6,-0.25,"['received', 'wrong', 'product', 'order', 'mixed']",received wrong product order mixed
505,Order #93543 placed on 16 March still not here.,Late Delivery,High,FitRun Treadmill,order placed on march still not here.,37,7,0.0,"['order', 'placed', 'march', 'still']",order placed march still
506,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PowerMax Battery,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
507,Facing installation issue with ProTab X1. Setup fails at step 5.,Installation Issue,High,ProTab X1,facing installation issue with protab x . setup fails at step .,63,12,-0.5,"['facing', 'installation', 'issue', 'protab', 'setup', 'fails', 'step']",facing installation issue protab setup fails step
508,Product info needed.,General Inquiry,High,PowerMax Battery,product info needed.,20,3,0.0,"['product', 'info', 'needed']",product info needed
509,Facing installation issue wit UltraClean Vacuum. Setup fails at step 2.,Installation Issue,High,UltraClean Vacuum,facing installation issue wit ultraclean vacuum. setup fails at step .,70,11,-0.25416666666666665,"['facing', 'installation', 'issue', 'wit', 'ultraclean', 'vacuum', 'setup', 'fails', 'step']",facing installation issue wit ultraclean vacuum setup fails step
510,Payment issue fr mi . I was charged twice fr order #35452.,Billing Problem,Low,Vision LED TV,payment issue fr mi . i was charged twice fr order .,52,12,0.0,"['payment', 'issue', 'charged', 'twice', 'order']",payment issue charged twice order
511,,Wrong Item,High,SoundWave 300,,0,0,0.0,[],empty text
512,I ordered SoundWave 300 but got RoboChef Blender instead. My order number is #98840.,Wrong Item,Medium,SoundWave 300,i ordered soundwave but got robochef blender instead. my order number is .,74,13,0.0,"['ordered', 'soundwave', 'got', 'robochef', 'blender', 'instead', 'order', 'number']",ordered soundwave got robochef blender instead order number
513,Both my ProTab X1 and PowerMax Battery are lost. Both giving issues.,Product Defect,High,ProTab X1,both my protab x and powermax battery are lost. both giving issues.,67,12,0.0,"['protab', 'powermax', 'battery', 'lost', 'giving', 'issue']",protab powermax battery lost giving issue
514,I ordered ProTab X1 but got PhotoSnap Cam instead. My order number is #85967.,Wrong Item,Low,ProTab X1,i ordered protab x but got photosnap cam instead. my order number is .,70,14,0.0,"['ordered', 'protab', 'got', 'photosnap', 'cam', 'instead', 'order', 'number']",ordered protab got photosnap cam instead order number
515,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,FitRun Treadmill,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
516,"Payment issue for my SoundWave 300. I was charged twice for order #52260. Also, I contacted support on 09 May but got no response.",Billing Problem,Low,SoundWave 300,payment issue for my soundwave . i was charged twice for order . also i contacted support on may but got no response.,117,23,0.0,"['payment', 'issue', 'soundwave', 'charged', 'twice', 'order', 'also', 'contacted', 'support', 'may', 'got', 'response']",payment issue soundwave charged twice order also contacted support may got response
517,FitRun Treadmill is not working. It stopped working after just 6 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill is not working. it stopped working after just days.,68,11,0.0,"['fitrun', 'treadmill', 'working', 'stopped', 'working', 'day']",fitrun treadmill working stopped working day
518,Order #52552 placed on 14 March still not here. Delivery expected by 14 March.,Late Delivery,Medium,PhotoSnap Cam,order placed on march still not here. delivery expected by march.,65,11,-0.1,"['order', 'placed', 'march', 'still', 'delivery', 'expected', 'march']",order placed march still delivery expected march
519,"Can you tell me more about the  warranty? Also, is it available in red?",Unknown,Medium,UltraClean Vacuum,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
520,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #67065. Delivery expected by 20 April.,Wrong Item,High,FitRun Treadmill,i ordered fitrun treadmill but got photosnap cam instead. my order number is . delivery expected by april.,106,18,-0.1,"['ordered', 'fitrun', 'treadmill', 'got', 'photosnap', 'cam', 'instead', 'order', 'number', 'delivery', 'expected', 'april']",ordered fitrun treadmill got photosnap cam instead order number delivery expected april
521,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in black?",General Inquiry,Medium,SmartWatch V2,can you tell me more about the smartwatch v warranty? also is it available in black?,84,16,0.24444444444444446,"['tell', 'smartwatch', 'warranty', 'also', 'available', 'black']",tell smartwatch warranty also available black
522,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,SoundWave 300,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
523,FitRun Treadmill is stuck. It stopped working after just 10 days.,Product Defect,High,FitRun Treadmill,fitrun treadmill is stuck. it stopped working after just days.,62,10,0.0,"['fitrun', 'treadmill', 'stuck', 'stopped', 'working', 'day']",fitrun treadmill stuck stopped working day
524,,General Inquiry,Medium,PowerMax Battery,,0,0,0.0,[],empty text
525,"I ordered UltraClean Vacuum but got PowerMax Battery instead. My order number is #31724. Also, I contacted support on 15 May but got no response. Delivery expected by 15 May.",Wrong Item,High,UltraClean Vacuum,i ordered ultraclean vacuum but got powermax battery instead. my order number is . also i contacted support on may but got no response. delivery expected by may.,161,28,-0.05416666666666667,"['ordered', 'ultraclean', 'vacuum', 'got', 'powermax', 'battery', 'instead', 'order', 'number', 'also', 'contacted', 'support', 'may', 'got', 'response', 'delivery', 'expected', 'may']",ordered ultraclean vacuum got powermax battery instead order number also contacted support may got response delivery expected may
526,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red?",General Inquiry,High,PhotoSnap Cam,can you tell me more about the photosnap cam warranty? also is it available in red?,83,16,0.3,"['tell', 'photosnap', 'cam', 'warranty', 'also', 'available', 'red']",tell photosnap cam warranty also available red
527, is stuck. It stopped working after just 6 days.,Product Defect,Medium,PhotoSnap Cam,is stuck. it stopped working after just days.,45,8,0.0,"['stuck', 'stopped', 'working', 'day']",stuck stopped working day
528,Payment issue for my ProTab X1. I was charged twice for order #79550.,Billing Problem,Low,ProTab X1,payment issue for my protab x . i was charged twice for order .,63,14,0.0,"['payment', 'issue', 'protab', 'charged', 'twice', 'order']",payment issue protab charged twice order
529,ProTab X1 is missing. It stopped working after just 2 days.,Product Defect,High,ProTab X1,protab x is missing. it stopped working after just days.,56,10,-0.2,"['protab', 'missing', 'stopped', 'working', 'day']",protab missing stopped working day
530,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,FitRun Treadmill,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
531,Not able to install my product.,Installation Issue,Medium,EcoBreeze AC,not able to install my product.,31,6,-0.25,"['able', 'install', 'product']",able install product
532,Facing installation issue wit . Setup fails at step 6.,Installation Issue,High,Vision LED TV,facing installation issue wit . setup fails at step .,53,10,-0.5,"['facing', 'installation', 'issue', 'wit', 'setup', 'fails', 'step']",facing installation issue wit setup fails step
533,Payment issue for my FitRun Treadmill. I was not refunded for order #87628.,Billing Problem,High,FitRun Treadmill,payment issue for my fitrun treadmill. i was not refunded for order .,69,13,0.0,"['payment', 'issue', 'fitrun', 'treadmill', 'refunded', 'order']",payment issue fitrun treadmill refunded order
534,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in red?",General Inquiry,High,SmartWatch V2,can you tell me more about the smartwatch v warranty? also is it available in red?,82,16,0.3,"['tell', 'smartwatch', 'warranty', 'also', 'available', 'red']",tell smartwatch warranty also available red
535,Facing installation issue with EcoBreeze AC. Setup fails at step 6. Delivery expected by 05 March.,Installation Issue,Low,EcoBreeze AC,facing installation issue with ecobreeze ac. setup fails at step . delivery expected by march.,94,15,-0.3,"['facing', 'installation', 'issue', 'ecobreeze', 'setup', 'fails', 'step', 'delivery', 'expected', 'march']",facing installation issue ecobreeze setup fails step delivery expected march
536,RoboChef Blender is not received. It stopped working after just 8 days.,Product Defect,Low,RoboChef Blender,robochef blender is not received. it stopped working after just days.,69,11,0.0,"['robochef', 'blender', 'received', 'stopped', 'working', 'day']",robochef blender received stopped working day
537,"Can you tell me more about the  warranty? Also, is it available in red?",Unknown,Medium,Vision LED TV,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
538,Payment issue for my PhotoSnap Cam. I was charged twice for order #81690.,Billing Problem,Medium,PhotoSnap Cam,payment issue for my photosnap cam. i was charged twice for order .,67,13,0.0,"['payment', 'issue', 'photosnap', 'cam', 'charged', 'twice', 'order']",payment issue photosnap cam charged twice order
539,I ordered RoboChef Blender but got PhotoSnap Cam instead. My order number is #39514.,Wrong Item,Low,RoboChef Blender,i ordered robochef blender but got photosnap cam instead. my order number is .,78,14,0.0,"['ordered', 'robochef', 'blender', 'got', 'photosnap', 'cam', 'instead', 'order', 'number']",ordered robochef blender got photosnap cam instead order number
540,"SoundWave 300 is stuck. It stopped working after just 4 days. Also, I contacted support on 01 April but got no response. Delivery expected by 01 April.",Product Defect,High,SoundWave 300,soundwave is stuck. it stopped working after just days. also i contacted support on april but got no response. delivery expected by april.,138,23,-0.1,"['soundwave', 'stuck', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'april', 'got', 'response', 'delivery', 'expected', 'april']",soundwave stuck stopped working day also contacted support april got response delivery expected april
541,Order #18704 for  is 5 days late. Ordered on 02 May.,Late Delivery,High,PhotoSnap Cam,order for is days late. ordered on may.,39,8,-0.3,"['order', 'day', 'late', 'ordered', 'may']",order day late ordered may
542,Both mi SoundWave 300 and RoboChef Blender are broken. Both giving issues.,Product Defect,High,SoundWave 300,both mi soundwave and robochef blender are broken. both giving issues.,70,11,-0.4,"['soundwave', 'robochef', 'blender', 'broken', 'giving', 'issue']",soundwave robochef blender broken giving issue
543,Facing installation issue with ProTab X1. Setup fails at step 3.,Installation Issue,High,ProTab X1,facing installation issue with protab x . setup fails at step .,63,12,-0.5,"['facing', 'installation', 'issue', 'protab', 'setup', 'fails', 'step']",facing installation issue protab setup fails step
544,Order #75682 for FitRun Treadmill is 14 days late. Ordered on 06 March.,Late Delivery,Medium,FitRun Treadmill,order for fitrun treadmill is days late. ordered on march.,58,10,-0.3,"['order', 'fitrun', 'treadmill', 'day', 'late', 'ordered', 'march']",order fitrun treadmill day late ordered march
545,"Can't log in to mi account. Keeps showing blocked. Help! Also, I contacted support on 12 April but got no response.",Account Access,Low,Vision LED TV,can t log in to mi account. keeps showing blocked. help! also i contacted support on april but got no response.,111,21,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help', 'also', 'contacted', 'support', 'april', 'got', 'response']",log account keep showing blocked help also contacted support april got response
546,"Login not working. Also, I contacted support on 23 April but got no response.",Account Access,Medium,PhotoSnap Cam,login not working. also i contacted support on april but got no response.,73,13,0.0,"['login', 'working', 'also', 'contacted', 'support', 'april', 'got', 'response']",login working also contacted support april got response
547,Login not working.,Unknown,High,FitRun Treadmill,login not working.,18,3,0.0,"['login', 'working']",login working
548,I ordered SoundWave 300 but got FitRun Treadmill instead. My order number is #64523.,Wrong Item,Medium,SoundWave 300,i ordered soundwave but got fitrun treadmill instead. my order number is .,74,13,0.0,"['ordered', 'soundwave', 'got', 'fitrun', 'treadmill', 'instead', 'order', 'number']",ordered soundwave got fitrun treadmill instead order number
549,"Both my FitRun Treadmill and RoboChef Blender are lost. Both giving issues. Also, I contacted support on 21 March but got no response.",Product Defect,Medium,FitRun Treadmill,both my fitrun treadmill and robochef blender are lost. both giving issues. also i contacted support on march but got no response.,130,22,0.0,"['fitrun', 'treadmill', 'robochef', 'blender', 'lost', 'giving', 'issue', 'also', 'contacted', 'support', 'march', 'got', 'response']",fitrun treadmill robochef blender lost giving issue also contacted support march got response
550,"Both my PhotoSnap Cam and SoundWave 300 are late. Both giving issues. Also, I contacted support on 19 April but got no response.",Unknown,High,PhotoSnap Cam,both my photosnap cam and soundwave are late. both giving issues. also i contacted support on april but got no response.,120,21,-0.3,"['photosnap', 'cam', 'soundwave', 'late', 'giving', 'issue', 'also', 'contacted', 'support', 'april', 'got', 'response']",photosnap cam soundwave late giving issue also contacted support april got response
551,Facing installation issue wit . Setup fails at step 1.,Installation Issue,High,ProTab X1,facing installation issue wit . setup fails at step .,53,10,-0.5,"['facing', 'installation', 'issue', 'wit', 'setup', 'fails', 'step']",facing installation issue wit setup fails step
552,Product info needed.,General Inquiry,High,Vision LED TV,product info needed.,20,3,0.0,"['product', 'info', 'needed']",product info needed
553,"Can you tell me more about the  warranty? Also, is it available in blue?",General Inquiry,Low,RoboChef Blender,can you tell me more about the warranty? also is it available in blue?,70,14,0.3,"['tell', 'warranty', 'also', 'available', 'blue']",tell warranty also available blue
554,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 14 March but got no response.",Account Access,Low,ProTab X1,can t log in to my account. keeps showing captcha failed. help! also i contacted support on march but got no response.,118,22,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help', 'also', 'contacted', 'support', 'march', 'got', 'response']",log account keep showing captcha failed help also contacted support march got response
555,I ordered  but got Vision LED TV instead. My order number is #53713.,Wrong Item,Low,SoundWave 300,i ordered but got vision led tv instead. my order number is .,61,13,0.0,"['ordered', 'got', 'vision', 'led', 'instead', 'order', 'number']",ordered got vision led instead order number
556,Facing installation issue with . Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,facing installation issue with . setup fails at step .,54,10,-0.5,"['facing', 'installation', 'issue', 'setup', 'fails', 'step']",facing installation issue setup fails step
557,Want to know more about warranty.,General Inquiry,High,RoboChef Blender,want to know more about warranty.,33,6,0.5,"['want', 'know', 'warranty']",want know warranty
558,,Billing Problem,Low,ProTab X1,,0,0,0.0,[],empty text
559,I ordered  but got PowerMax Battery instead. My order number is #79728.,Wrong Item,High,RoboChef Blender,i ordered but got powermax battery instead. my order number is .,64,12,0.0,"['ordered', 'got', 'powermax', 'battery', 'instead', 'order', 'number']",ordered got powermax battery instead order number
560,"Received wrong product, order mixed up.",Wrong Item,High,ProTab X1,received wrong product order mixed up.,38,6,-0.25,"['received', 'wrong', 'product', 'order', 'mixed']",received wrong product order mixed
561,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,can you tell me more about the ecobreeze ac warranty? also is it available in black?,84,16,0.24444444444444446,"['tell', 'ecobreeze', 'warranty', 'also', 'available', 'black']",tell ecobreeze warranty also available black
562,Order #69180 placed on 30 April still not here.,Late Delivery,High,EcoBreeze AC,order placed on april still not here.,37,7,0.0,"['order', 'placed', 'april', 'still']",order placed april still
563,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,EcoBreeze AC,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
564,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,FitRun Treadmill,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
565,Payment issue for my . I was charged twice for order #65495.,Billing Problem,Medium,RoboChef Blender,payment issue for my . i was charged twice for order .,54,12,0.0,"['payment', 'issue', 'charged', 'twice', 'order']",payment issue charged twice order
566,Order #13273 fr SmartWatch V2 is 5 days late. Ordered on 09 April.,Late Delivery,Medium,SmartWatch V2,order fr smartwatch v is days late. ordered on april.,53,10,-0.3,"['order', 'smartwatch', 'day', 'late', 'ordered', 'april']",order smartwatch day late ordered april
567,"Login not working. Also, I contacted support on 02 May but got no response.",Account Access,Low,SoundWave 300,login not working. also i contacted support on may but got no response.,71,13,0.0,"['login', 'working', 'also', 'contacted', 'support', 'may', 'got', 'response']",login working also contacted support may got response
568, is missing. It stopped working after just 11 days.,Unknown,Medium,Vision LED TV,is missing. it stopped working after just days.,47,8,-0.2,"['missing', 'stopped', 'working', 'day']",missing stopped working day
569, is wrong item. It stopped working after just 4 days.,Product Defect,Medium,Vision LED TV,is wrong item. it stopped working after just days.,50,9,-0.5,"['wrong', 'item', 'stopped', 'working', 'day']",wrong item stopped working day
570,I ordered ProTab X1 but got ProTab X1 instead. My order number is #50088.,Wrong Item,Low,ProTab X1,i ordered protab x but got protab x instead. my order number is .,65,14,0.0,"['ordered', 'protab', 'got', 'protab', 'instead', 'order', 'number']",ordered protab got protab instead order number
571,Facing installation issue with SmartWatch V2. Setup fails at step 1.,Installation Issue,High,SmartWatch V2,facing installation issue with smartwatch v . setup fails at step .,67,12,-0.5,"['facing', 'installation', 'issue', 'smartwatch', 'setup', 'fails', 'step']",facing installation issue smartwatch setup fails step
572,"I ordered ProTab X1 but got SmartWatch V2 instead. My order number is #44044. Also, I contacted support on 15 April but got no response.",Wrong Item,High,ProTab X1,i ordered protab x but got smartwatch v instead. my order number is . also i contacted support on april but got no response.,124,24,0.0,"['ordered', 'protab', 'got', 'smartwatch', 'instead', 'order', 'number', 'also', 'contacted', 'support', 'april', 'got', 'response']",ordered protab got smartwatch instead order number also contacted support april got response
573,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in blue?",General Inquiry,Medium,RoboChef Blender,can you tell me more about the robochef blender warranty? also is it available in blue?,87,16,0.3,"['tell', 'robochef', 'blender', 'warranty', 'also', 'available', 'blue']",tell robochef blender warranty also available blue
574,"Facing installation issue with SoundWave 300. Setup fails at step 3. Also, I contacted support on 02 March but got no response.",Installation Issue,High,SoundWave 300,facing installation issue with soundwave . setup fails at step . also i contacted support on march but got no response.,119,21,-0.5,"['facing', 'installation', 'issue', 'soundwave', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'march', 'got', 'response']",facing installation issue soundwave setup fails step also contacted support march got response
575,I ordered  but got UltraClean Vacuum instead. My order number is #51296.,Wrong Item,High,FitRun Treadmill,i ordered but got ultraclean vacuum instead. my order number is .,65,12,-0.008333333333333333,"['ordered', 'got', 'ultraclean', 'vacuum', 'instead', 'order', 'number']",ordered got ultraclean vacuum instead order number
576,Order #51854 fr RoboChef Blender is 8 days late. Ordered on 10 March.,Late Delivery,Low,RoboChef Blender,order fr robochef blender is days late. ordered on march.,57,10,-0.3,"['order', 'robochef', 'blender', 'day', 'late', 'ordered', 'march']",order robochef blender day late ordered march
577,,Wrong Item,Medium,RoboChef Blender,,0,0,0.0,[],empty text
578,"Can you tell me more about teh  warranty? Also, is it available in white? Also, I contacted support on 14 April but got no response.",General Inquiry,Medium,SmartWatch V2,can you tell me more about teh warranty? also is it available in white? also i contacted support on april but got no response.,126,24,0.3,"['tell', 'teh', 'warranty', 'also', 'available', 'white', 'also', 'contacted', 'support', 'april', 'got', 'response']",tell teh warranty also available white also contacted support april got response
579,"Payment issue for my . I was overbilled for order #26196. Also, I contacted support on 02 May but got no response.",Billing Problem,High,UltraClean Vacuum,payment issue for my . i was overbilled for order . also i contacted support on may but got no response.,104,21,0.0,"['payment', 'issue', 'overbilled', 'order', 'also', 'contacted', 'support', 'may', 'got', 'response']",payment issue overbilled order also contacted support may got response
580,Facing installation issue with RoboChef Blender. Setup fails at step 3.,Installation Issue,Low,RoboChef Blender,facing installation issue with robochef blender. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'robochef', 'blender', 'setup', 'fails', 'step']",facing installation issue robochef blender setup fails step
581, is error. It stopped working after just 4 days.,Product Defect,Low,PhotoSnap Cam,is error. it stopped working after just days.,45,8,0.0,"['error', 'stopped', 'working', 'day']",error stopped working day
582,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,EcoBreeze AC,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
583,"Payment issue for my . I was not refunded for order #18300. Also, I contacted support on 09 April but got no response.",Billing Problem,High,SmartWatch V2,payment issue for my . i was not refunded for order . also i contacted support on april but got no response.,108,22,0.0,"['payment', 'issue', 'refunded', 'order', 'also', 'contacted', 'support', 'april', 'got', 'response']",payment issue refunded order also contacted support april got response
584,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #60022.,Wrong Item,Medium,ProTab X1,i ordered protab x but got fitrun treadmill instead. my order number is .,73,14,0.0,"['ordered', 'protab', 'got', 'fitrun', 'treadmill', 'instead', 'order', 'number']",ordered protab got fitrun treadmill instead order number
585,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,UltraClean Vacuum,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
586,"Facing installation issue with PhotoSnap Cam. Setup fails at step 4. Also, I contacted support on 24 April but got no response.",Installation Issue,Medium,PhotoSnap Cam,facing installation issue with photosnap cam. setup fails at step . also i contacted support on april but got no response.,122,21,-0.5,"['facing', 'installation', 'issue', 'photosnap', 'cam', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'april', 'got', 'response']",facing installation issue photosnap cam setup fails step also contacted support april got response
